solver,runs,median_rel_error,mean_rel_error,std_rel_error,median_runtime,mean_runtime,std_runtime
bruteforce,23,0.0,0.0,0.0,0.0076801776885986,7.948069821233335,32.56930588833091
earliest_start,30,0.0,0.03523780718822626,0.07092500527300445,0.0008764266967773,0.0013693968454996334,0.001452802820732347
genetic,30,0.0,0.0,0.0,8.887938022613525,10.52284791469574,8.29109713239071
